InstanceID,ProtoSurveyID,SHELL_START_DATE,SHELL_START_TIME,SHELL_COUNTRY,SHELL_LANGUAGE,SHELL_RECORDING_CONFIRMATION,SHELL_GENDER,SHELL_AGE,SHELL_AGE.SHELL_AGE_Age,SHELL_AGE_RECODED,QCenter,TOI,Qplace,RQ1._1,RQ1._2,RQ1._3,RQ1._4,RQ1._4._C_4,RQ2,DEM1,DEM1._C_1,DEM1PostCode,DEM2,DEM3,DEM3._C_7,DEM4a,DEM4b,DEM5a,DEM5a._C_15,DEM5b,DEM6,QSEC,Q1._1,Q1._2,Q1._3,Q1._4,Q1._5,Q1._6,Q2,Q2._C_1,Q3._1,Q3._2,Q3._3,Q3._4,Q3._5,Q3._6,Q3._7,Q4Loop@_1.Q4,Q4Loop@_2.Q4,Q4Loop@_3.Q4,Q4Loop@_4.Q4,Q4Loop@_5.Q4,Q4Loop@_6.Q4,Q5Loop@_1.Q5,Q5Loop@_2.Q5,Q5Loop@_3.Q5,Q5Loop@_4.Q5,Q5Loop@_5.Q5,Q5Loop@_6.Q5,Q5Loop@_7.Q5,Q6Loop@_1.Q6._1,Q6Loop@_1.Q6._2,Q6Loop@_1.Q6._3,Q6Loop@_1.Q6._4,Q6Loop@_1.Q6._5,Q6Loop@_1.Q6._6,Q6Loop@_2.Q6._1,Q6Loop@_2.Q6._2,Q6Loop@_2.Q6._3,Q6Loop@_2.Q6._4,Q6Loop@_2.Q6._5,Q6Loop@_2.Q6._6,Q6Loop@_3.Q6._1,Q6Loop@_3.Q6._2,Q6Loop@_3.Q6._3,Q6Loop@_3.Q6._4,Q6Loop@_3.Q6._5,Q6Loop@_3.Q6._6,Q6Loop@_4.Q6._1,Q6Loop@_4.Q6._2,Q6Loop@_4.Q6._3,Q6Loop@_4.Q6._4,Q6Loop@_4.Q6._5,Q6Loop@_4.Q6._6,Q6Loop@_5.Q6._1,Q6Loop@_5.Q6._2,Q6Loop@_5.Q6._3,Q6Loop@_5.Q6._4,Q6Loop@_5.Q6._5,Q6Loop@_5.Q6._6,Q6Loop@_6.Q6._1,Q6Loop@_6.Q6._2,Q6Loop@_6.Q6._3,Q6Loop@_6.Q6._4,Q6Loop@_6.Q6._5,Q6Loop@_6.Q6._6,Q7Insert,Q7,Q8Loop@_1.Q8,Q8Loop@_2.Q8,Q8Loop@_3.Q8,Q8Loop@_4.Q8,Q8Loop@_5.Q8,Q8Loop@_6.Q8,Q8Loop@_7.Q8,Q8Loop@_8.Q8,Q9,D12,weight
39295,429,13691116800,13692036430,1,5,2,1,1,28,2,2,2,1,0,0,0,1,Bses,2,1,28,2,1,2,,7,,2,,,25000,,0,0,0,1,0,0,1,Hijra,0,0,0,1,0,0,0,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,2,2,1,2,2,2,2,1,2,2,2,0.912081
39303,429,13691116800,13692037524,1,5,2,1,1,23,1,2,2,1,0,0,0,1,Shop,2,1,23,1,1,1,,6,,4,,,18000,,0,0,0,1,0,0,1,Kinar,0,0,1,0,0,0,0,2,1,2,2,1,2,2,2,1,1,1,2,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,2,2,1,2,2,2,1,2,2,2,2,0.716635
39315,429,13691116800,13692038097,1,5,2,1,1,28,2,2,2,1,0,0,0,1,Bses,2,1,28,2,1,2,,6,,2,,,16000,,0,0,0,1,0,0,1,Hijra,0,0,1,0,0,0,0,2,2,1,4,3,2,3,1,3,1,4,3,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,2,4,4,5,4,4,3,4,4,2,2,0.912081
39324,429,13691116800,13692039147,1,5,2,1,1,32,2,2,2,1,0,0,0,1,Hijra,2,1,32,2,1,2,,6,,9,,,25000,,0,0,1,1,0,0,1,Hijra,0,0,0,1,0,0,0,2,2,2,3,3,2,3,2,2,2,3,2,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,2,2,4,2,3,3,2,3,3,2,2,0.912081
39331,429,13691116800,13692039897,1,5,2,1,1,22,1,2,2,1,0,0,0,1,Bses,2,1,22,1,1,1,,7,,2,,,28000,,0,0,0,1,0,0,1,Hijra,0,0,0,1,0,0,0,1,2,2,2,1,1,1,2,2,2,2,2,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,2,2,3,2,3,2,3,2,3,2,2,0.716635
39792,429,13691203200,13692028684,1,5,1,1,1,46,4,1,1,1,0,0,0,1,Manager,2,1,46,4,1,2,,9,,12,,,25000,,0,0,0,1,0,0,1,Gey,0,0,1,0,0,0,0,1,1,1,4,1,1,2,1,4,4,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,4,1,1,1,4,1,4,1,2,0.877878
40092,429,13691203200,13692042259,1,5,1,1,1,36,3,1,1,1,0,0,0,1,Business,2,1,36,3,1,2,,10,,6,,,400000,,0,0,0,0,1,0,1,Gay,0,0,0,0,0,1,0,4,4,2,4,1,2,2,1,2,4,2,2,4,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,4,4,4,2,2,2,2,1,2,1.003289
40106,429,13691203200,13692043633,1,5,1,1,1,39,3,1,1,1,0,0,0,1,S,2,1,39,3,1,8,,9,,10,,,35000,,0,0,0,0,0,1,1,Dk,0,0,0,0,0,1,0,4,3,5,2,5,4,5,5,5,5,5,5,5,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,2,4,3,2,2,2,3,3,3,2,1.003289
40113,429,13691203200,13692043914,1,5,1,1,1,30,2,1,1,1,0,0,0,1,Office,2,1,30,2,1,2,,7,,10,,,25000,,0,0,0,0,0,1,2,,0,0,0,1,0,0,0,1,1,1,1,2,2,2,1,1,1,2,2,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,2,2,1,2,3,2,3,1,2,2,2,1.170504
40416,429,13691289600,13692016716,1,3,1,2,1,35,3,3,1,1,0,0,0,1,Compounder,2,1,35,2,2,2,,5,,15,House wife,,5000,,0,0,0,1,0,0,1,Hijra,0,0,0,0,1,0,0,4,2,4,5,5,2,3,3,2,2,4,3,3,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,5,2,2,2,2,2,2,2,2,5,2,1.003289
40420,429,13691289600,13692017917,1,3,1,2,1,42,3,3,1,1,0,0,0,1,Private,2,1,42,3,2,2,,7,,14,,,10000,,0,0,0,1,0,0,1,Hijra,0,0,0,0,0,1,0,4,2,2,1,5,2,4,2,4,4,2,2,4,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,5,2,1,2,2,2,2,2,2,5,2,0.836075
40426,429,13691289600,13692019510,1,3,1,2,1,51,4,3,1,1,0,0,0,1,Govt,2,1,51,4,2,5,,6,,4,,,10000,,0,0,0,1,0,0,1,Hizra,0,0,0,0,1,0,0,4,1,1,2,1,2,1,1,1,2,4,4,4,0,1,0,1,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,2,1,2,5,2,1,1,1,2,1,2,1.146617
40428,429,13691289600,13692019733,1,3,1,1,1,18,1,3,1,1,0,0,0,1,Business,2,1,18,1,1,1,,7,,13,,,20000,,0,0,0,0,1,0,1,Homo,0,0,0,0,0,1,0,5,1,2,5,1,5,2,5,2,5,2,5,5,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,5,2,2,2,5,2,2,5,5,2,2,0.501645
40467,429,13691289600,13692020725,1,3,1,2,1,44,3,3,1,1,0,0,0,1,Private clerk,2,1,44,3,2,2,,6,,15,HOUSEwife,,7000,,0,0,0,0,1,0,1,Hijra,0,0,0,0,0,1,0,2,2,2,2,2,5,2,5,4,4,2,2,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,2,1,2,2,2,2,1,2,4,5,2,0.836075
40505,429,13691289600,13692022196,1,3,1,2,1,60,5,3,1,1,0,0,0,1,Std shop,2,1,60,4,2,5,,6,,9,,,7000,,0,0,0,1,0,0,1,Hizra,0,1,1,0,0,0,0,1,1,1,1,1,1,4,5,4,4,5,4,4,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,4,1,1,1,1,2,1.146617
40548,429,13691289600,13692023715,1,3,1,2,1,28,2,3,1,1,0,0,0,1,Private,2,1,28,2,2,2,,10,,15,House wife,,15000,,0,0,0,0,1,0,1,Labia homosexual,0,0,0,1,0,0,0,1,1,1,1,1,1,4,4,4,4,2,2,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,2,1,1,1,1,1,1,2,1,2,2,1.003289
40550,429,13691289600,13692024275,1,3,1,2,1,45,4,3,1,1,0,0,0,1,W B Govt,2,1,45,3,2,2,,9,,11,,,20000,,0,0,0,1,0,0,1,Hizra,0,0,0,0,1,0,0,4,4,4,4,5,4,1,1,2,1,4,4,4,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,2,2,2,2,2,4,2,1,2,2,2,0.836075
40592,429,13691289600,13692026249,1,3,1,2,1,45,4,3,1,1,0,0,0,1,Accountant,2,1,45,3,2,2,,6,,15,House wife,,7000,,0,0,0,0,1,0,1,Hizra,0,0,1,0,0,0,0,4,1,1,2,1,1,5,1,4,1,1,5,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,5,1,1,1,1,1,1,1,1,5,2,0.836075
40632,429,13691289600,13692026305,1,3,1,2,1,56,5,3,1,1,0,0,0,1,Govt,2,1,56,4,2,5,,9,,9,,,10000,,0,0,0,1,0,0,1,Hizra,0,0,0,0,1,0,0,4,2,1,4,2,5,1,1,1,2,4,4,4,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,2,2,1,1,4,1,1,1,1,2,1.146617
40648,429,13691289600,13692028857,1,3,1,2,1,44,3,3,1,1,0,0,0,1,Shop,2,1,44,3,2,2,,10,,15,House wife,,20000,,0,0,0,1,0,0,1,Tom boy,0,0,1,0,0,0,0,4,1,1,1,1,1,1,1,4,4,1,2,5,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,4,2,0.836075
40661,429,13691289600,13692027986,1,3,1,2,1,50,4,3,1,1,0,0,0,1,Govt,2,1,50,4,2,2,,6,,2,,,6000,,0,0,0,1,0,0,1,Hizra,0,0,1,0,0,0,0,1,2,2,1,1,1,4,2,4,3,5,2,4,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,1,3,1,1,1,1,2,1,1,2,1,2,1.146617
40674,429,13691203200,13692028842,1,3,1,1,1,32,2,3,1,1,0,0,0,1,Chiken Shop,2,1,32,2,1,2,,6,,4,,,10000,,0,0,0,1,0,0,1,Hizra,0,1,0,0,0,0,0,4,4,2,4,4,4,1,1,1,2,3,2,4,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,4,4,4,4,4,4,4,4,2,1.404605
40675,429,13691289600,13692030240,1,3,1,1,1,48,4,3,1,1,0,0,0,1,Shop,2,1,48,4,1,2,,6,,4,,,8000,,0,0,0,1,0,0,1,Hizra,0,1,0,0,0,0,0,1,1,1,1,1,1,1,4,1,4,1,1,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,4,1,1,1,1,4,1,4,4,1,2,1.379523
40683,429,13691289600,13692028429,1,5,1,1,1,40,3,5,1,2,0,0,0,1,Police dipartment,2,1,40,3,1,2,,9,,9,,,20000,,0,0,0,1,0,0,1,Hijala,0,1,1,1,0,0,0,2,1,4,1,3,1,2,1,4,3,4,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,4,4,4,4,4,4,4,4,2,1.254112
40686,429,13691203200,13692024635,1,5,1,2,1,23,1,1,1,1,0,0,0,1,Service,2,1,23,1,2,2,,3,,15,Housewife,,5,,0,0,0,0,0,1,1,Chakka,0,0,0,0,1,0,0,4,4,4,4,4,2,4,4,5,3,3,4,4,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,1,2,2,2,1,2,2,2,2,2,3,2,1.003289
40691,429,13691289600,13692021105,1,5,1,2,1,34,2,1,1,1,0,0,0,1,No one in this types of firm,2,1,34,2,2,2,,10,,14,,,10000,,0,0,0,0,0,1,1,Hizada,0,0,1,0,0,0,0,1,5,1,1,5,1,4,2,4,4,1,3,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2,2,1,2,1,2,2,2,1,2,2,1.003289
40704,429,13691203200,13692030125,1,3,1,1,1,21,1,3,1,1,0,0,0,1,CarDriver,2,1,21,1,1,1,,5,,2,,,12000,,0,0,0,0,1,0,1,Chakka,0,1,0,0,0,0,0,2,2,1,2,2,3,3,3,2,2,2,3,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,2,1,2,1,1,2,1,2,1,2,0.501645
40716,429,13691203200,13692027014,1,5,1,2,1,32,2,1,1,1,0,0,0,1,Service,2,1,32,2,2,2,,8,,15,Housewife,,8,,0,0,0,0,0,1,1,Kinner,0,0,0,0,0,1,0,4,1,2,4,2,2,2,4,4,2,1,3,4,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,1.003289
40717,429,13691289600,13692031993,1,3,1,2,1,42,3,3,1,1,0,0,0,1,Self employed,2,1,42,3,2,2,,10,,15,Privet tution,,30000,,0,0,0,1,0,0,1,Hizra,0,0,0,1,0,0,0,1,4,4,1,1,1,2,1,4,2,1,1,5,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,1,2,1,1,1,3,1,4,1,1,2,0.836075
40798,429,13691203200,13692031289,1,3,1,1,1,21,1,3,1,1,0,0,0,1,SecurityGuard,2,1,21,1,1,1,,9,,11,,,10000,,0,0,1,0,0,0,1,Hizra,1,0,0,0,0,0,0,4,1,4,1,1,1,4,1,4,4,1,1,4,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2,1,2,1,1,2,1,1,1,4,2,0.501645
40803,429,13691203200,13692028003,1,5,1,2,1,38,3,1,1,1,0,0,0,1,Service,2,1,38,3,2,2,,7,,15,Housewife,,5,,0,0,0,1,0,0,1,Kinner,0,0,0,1,0,0,0,2,1,2,3,2,1,2,3,4,2,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,2,2,2,2,3,3,3,2,3,2,2,1.003289
40810,429,13691289600,13692022986,1,5,1,2,1,36,3,1,1,1,0,0,0,1,Bussines,2,1,36,3,2,2,,10,,14,,,20000,,0,0,0,1,0,0,1,Chakka,0,0,0,1,0,0,0,2,3,3,3,2,2,4,2,5,3,3,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,2,2,2,2,2,2,2,2,3,3,2,1.003289
40845,429,13691203200,13692029719,1,5,1,2,1,28,2,1,1,1,0,0,0,1,Service,2,1,28,2,2,2,,6,,15,Housewife,,30000,,0,0,0,1,0,0,1,Hijada,0,1,0,1,0,0,0,2,1,2,2,2,1,4,4,4,3,2,2,2,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,2,2,2,3,2,2,2,2,2,2,2,1.003289
40852,429,13691289600,13692024081,1,5,1,2,1,48,4,1,1,1,0,0,0,1,Engginor,2,1,48,4,2,2,,6,,14,,,25000,,0,0,0,1,0,0,1,Chakka,0,1,0,0,0,0,0,2,2,1,1,2,1,1,1,3,4,4,2,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,2,1,1,1,2,3,2,3,5,2,0.859962
40853,429,13691289600,13692033755,1,3,1,1,1,21,1,3,1,1,0,0,0,1,Business,2,1,21,1,1,1,,8,,13,,,6000,,0,0,0,1,0,0,1,Hijra,0,1,0,0,0,0,0,2,1,2,1,1,1,4,1,4,4,2,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,4,4,4,4,4,1,5,3,2,0.501645
40861,429,13691203200,13692032726,1,3,1,1,1,58,5,3,1,1,0,0,0,1,CookIng women,2,1,58,4,1,2,,1,,14,,,3000,,0,0,0,1,0,0,1,Chakka,0,1,0,0,0,0,0,2,2,2,1,1,1,2,1,4,4,2,2,4,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,2,4,4,4,4,4,3,3,3,4,2,1.379523
40876,429,13691203200,13692031704,1,8,1,2,1,66,6,1,1,1,0,0,0,1,Service,2,1,66,4,2,2,,6,,15,Housewife,,30000,,0,0,0,1,0,0,1,Trutiypanti,1,0,0,0,0,0,0,2,4,2,5,3,4,1,4,4,2,1,1,5,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,2,1,4,1,4,5,2,1,5,2,0.859962
40901,429,13691289600,13692035518,1,3,1,2,1,46,4,3,1,1,0,0,0,1,Service. Divisena eng.,2,1,46,4,2,2,,10,,15,House wife,,70000,,0,0,0,1,0,0,1,Gay,0,1,0,0,0,0,0,1,2,2,1,1,4,4,1,4,4,1,2,4,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,1,2,1,1,1,1,4,4,1,1,2,2,1.146617
40902,429,13691203200,13692034084,1,5,1,2,1,47,4,1,1,1,0,0,0,1,Service,2,1,47,4,2,2,,7,,15,Housewife,,35000,,0,0,0,1,0,0,1,Purush,0,1,0,0,0,0,0,5,1,5,4,1,1,4,2,4,4,4,2,2,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,2,2,1,2,1,1,2,2,1,2,0.859962
